# markerAvrg: average marker throughout entire volume of phantom (including in- and outlets)
# roi1_markerAvrg: average marker in full phantom volume (without in- and outlets)
# roi2_markerAvrg: average marker in 30mm sphere on central axis 11mm away from top
# roi3_markerAvrg: average marker in 30mm sphere on central axis 15mm away from top
# roi4_markerAvrg: average marker in sphere segment cut-off at 41.25 mm from top

#time	markerAvrg	roi1_markerAvrg	roi2_markerAvrg	roi3_markerAvrg	roi4_markerAvrg
3.65	0.00385916	0.00387556	0.00550569	0.00416017	0.0147951
3.66	0.00384079	0.00385711	0.00540117	0.00408693	0.0147228
3.67	0.0038225	0.00383874	0.0052993	0.00401556	0.0146509
3.68	0.0038043	0.00382047	0.0052	0.00394601	0.0145792
3.69	0.00378619	0.00380228	0.00510322	0.00387822	0.0145079
3.7	0.00376816	0.00378417	0.00500889	0.00381216	0.0144369
3.71	0.00375021	0.00376615	0.00491695	0.00374777	0.0143662
3.72	0.00373236	0.00374822	0.00482734	0.003685	0.0142959
3.73	0.00371459	0.00373037	0.00474	0.00362382	0.0142258
3.74	0.0036969	0.00371261	0.00465486	0.00356417	0.0141561
3.75	0.0036793	0.00369493	0.00457188	0.00350601	0.0140867
3.76	0.00366178	0.00367734	0.00449099	0.00344931	0.0140176
3.77	0.00364434	0.00365983	0.00441215	0.00339402	0.0139489
3.78	0.00362699	0.0036424	0.00433528	0.00334009	0.0138804
3.79	0.00360972	0.00362506	0.00426035	0.0032875	0.0138123
3.8	0.00359253	0.0036078	0.0041873	0.0032362	0.0137445
3.81	0.00357542	0.00359062	0.00411607	0.00318616	0.013677
3.82	0.0035584	0.00357353	0.00404662	0.00313733	0.0136098
3.83	0.00354146	0.00355651	0.0039789	0.00308969	0.013543
3.84	0.00352459	0.00353958	0.00391286	0.00304319	0.0134764
3.85	0.00350781	0.00352272	0.00384846	0.00299781	0.0134102
3.86	0.00349111	0.00350595	0.00378564	0.00295352	0.0133443
3.87	0.00347448	0.00348925	0.00372437	0.00291027	0.0132786
3.88	0.00345794	0.00347264	0.0036646	0.00286804	0.0132133
3.89	0.00344148	0.0034561	0.00360628	0.0028268	0.0131483
3.9	0.00342509	0.00343965	0.00354938	0.00278652	0.0130837
3.91	0.00340878	0.00342327	0.00349385	0.00274718	0.0130193
3.92	0.00339255	0.00340697	0.00343966	0.00270873	0.0129552
3.93	0.0033764	0.00339075	0.00338677	0.00267116	0.0128914
3.94	0.00336032	0.0033746	0.00333514	0.00263445	0.012828
3.95	0.00334432	0.00335853	0.00328472	0.00259856	0.0127648
3.96	0.00332839	0.00334254	0.0032355	0.00256347	0.0127019
3.97	0.00331255	0.00332663	0.00318743	0.00252916	0.0126394
3.98	0.00329677	0.00331079	0.00314048	0.0024956	0.0125771
3.99	0.00328107	0.00329502	0.00309461	0.00246277	0.0125151
4	0.00326545	0.00327933	0.0030498	0.00243065	0.0124534
4.01	0.0032499	0.00326372	0.00300601	0.00239922	0.012392
4.02	0.00323443	0.00324818	0.00296321	0.00236846	0.0123309
4.03	0.00321903	0.00323271	0.00292138	0.00233835	0.01227
4.04	0.0032037	0.00321732	0.00288048	0.00230886	0.0122095
4.05	0.00318844	0.003202	0.00284049	0.00227999	0.0121492
4.06	0.00317326	0.00318675	0.00280138	0.00225171	0.0120892
4.07	0.00315815	0.00317158	0.00276312	0.002224	0.0120295
4.08	0.00314312	0.00315648	0.0027257	0.00219686	0.0119701
4.09	0.00312815	0.00314145	0.00268907	0.00217025	0.0119109
4.1	0.00311325	0.00312649	0.00265323	0.00214417	0.011852
4.11	0.00309843	0.0031116	0.00261815	0.0021186	0.0117934
4.12	0.00308368	0.00309679	0.0025838	0.00209352	0.011735
4.13	0.00306899	0.00308204	0.00255016	0.00206893	0.0116769
4.14	0.00305438	0.00306736	0.00251722	0.0020448	0.011619
4.15	0.00303984	0.00305276	0.00248495	0.00202113	0.0115615
4.16	0.00302536	0.00303822	0.00245333	0.00199789	0.0115041
4.17	0.00301096	0.00302376	0.00242235	0.00197509	0.011447
4.18	0.00299662	0.00300936	0.00239197	0.0019527	0.0113902
4.19	0.00298235	0.00299503	0.0023622	0.00193071	0.0113336
4.2	0.00296815	0.00298077	0.002333	0.00190912	0.0112773
4.21	0.00295402	0.00296658	0.00230437	0.00188791	0.0112212
4.22	0.00293995	0.00295245	0.00227628	0.00186707	0.0111653
4.23	0.00292595	0.00293839	0.00224873	0.00184659	0.0111097
4.24	0.00291202	0.0029244	0.00222168	0.00182646	0.0110543
4.25	0.00289816	0.00291048	0.00219514	0.00180667	0.0109992
4.26	0.00288436	0.00289662	0.00216909	0.00178721	0.0109443
4.27	0.00287062	0.00288282	0.0021435	0.00176808	0.0108896
4.28	0.00285695	0.0028691	0.00211838	0.00174926	0.0108351
4.29	0.00284335	0.00285544	0.0020937	0.00173074	0.0107809
4.3	0.00282981	0.00284184	0.00206945	0.00171252	0.0107268
4.31	0.00281634	0.00282831	0.00204562	0.00169459	0.010673
4.32	0.00280293	0.00281484	0.0020222	0.00167694	0.0106194
4.33	0.00278958	0.00280144	0.00199919	0.00165957	0.0105661
4.34	0.0027763	0.0027881	0.00197655	0.00164246	0.0105129
4.35	0.00276308	0.00277482	0.0019543	0.00162561	0.0104599
4.36	0.00274992	0.00276161	0.00193241	0.00160902	0.0104072
4.37	0.00273683	0.00274846	0.00191087	0.00159267	0.0103546
4.38	0.00272379	0.00273537	0.00188969	0.00157656	0.0103023
4.39	0.00271082	0.00272235	0.00186883	0.00156069	0.0102501
4.4	0.00269792	0.00270939	0.00184831	0.00154504	0.0101981
4.41	0.00268507	0.00269648	0.00182811	0.00152962	0.0101464
4.42	0.00267228	0.00268364	0.00180822	0.00151441	0.0100948
4.43	0.00265956	0.00267087	0.00178863	0.00149942	0.0100434
4.44	0.0026469	0.00265815	0.00176934	0.00148463	0.0099922
4.45	0.00263429	0.00264549	0.00175033	0.00147005	0.00994119
4.46	0.00262175	0.00263289	0.00173161	0.00145566	0.00989035
4.47	0.00260927	0.00262036	0.00171316	0.00144147	0.00983969
4.48	0.00259684	0.00260788	0.00169497	0.00142746	0.00978921
4.49	0.00258448	0.00259546	0.00167705	0.00141363	0.00973891
4.5	0.00257217	0.0025831	0.00165937	0.00139999	0.00968878
4.51	0.00255992	0.0025708	0.00164195	0.00138652	0.00963882
4.52	0.00254773	0.00255856	0.00162477	0.00137322	0.00958904
4.53	0.0025356	0.00254638	0.00160782	0.00136008	0.00953942
4.54	0.00252353	0.00253425	0.0015911	0.00134711	0.00948996
4.55	0.00251151	0.00252219	0.00157461	0.0013343	0.00944067
4.56	0.00249955	0.00251018	0.00155833	0.00132165	0.00939154
4.57	0.00248765	0.00249822	0.00154227	0.00130915	0.00934257
4.58	0.0024758	0.00248633	0.00152642	0.0012968	0.00929376
4.59	0.00246402	0.00247449	0.00151078	0.00128459	0.0092451
4.6	0.00245228	0.00246271	0.00149533	0.00127253	0.0091966
4.61	0.00244061	0.00245098	0.00148008	0.00126061	0.00914826
4.62	0.00242898	0.00243931	0.00146503	0.00124882	0.00910006
4.63	0.00241742	0.00242769	0.00145016	0.00123717	0.00905201
4.64	0.00240591	0.00241613	0.00143547	0.00122565	0.00900412
4.65	0.00239445	0.00240463	0.00142096	0.00121426	0.00895637
4.66	0.00238305	0.00239318	0.00140663	0.001203	0.00890876
4.67	0.0023717	0.00238178	0.00139247	0.00119186	0.0088613
4.68	0.00236041	0.00237044	0.00137848	0.00118084	0.00881398
4.69	0.00234917	0.00235915	0.00136466	0.00116994	0.0087668
4.7	0.00233798	0.00234792	0.00135099	0.00115915	0.00871976
4.71	0.00232685	0.00233674	0.00133749	0.00114849	0.00867286
4.72	0.00231577	0.00232561	0.00132414	0.00113793	0.0086261
4.73	0.00230474	0.00231454	0.00131095	0.00112748	0.00857947
4.74	0.00229377	0.00230352	0.0012979	0.00111715	0.00853298
4.75	0.00228285	0.00229255	0.00128501	0.00110692	0.00848662
4.76	0.00227198	0.00228163	0.00127226	0.00109679	0.00844039
4.77	0.00226116	0.00227077	0.00125965	0.00108677	0.00839429
4.78	0.00225039	0.00225996	0.00124718	0.00107684	0.00834833
4.79	0.00223967	0.00224919	0.00123485	0.00106702	0.00830249
4.8	0.00222901	0.00223848	0.00122265	0.00105729	0.00825678
4.81	0.0022184	0.00222783	0.00121059	0.00104766	0.0082112
4.82	0.00220783	0.00221722	0.00119866	0.00103812	0.00816574
4.83	0.00219732	0.00220666	0.00118686	0.00102868	0.00812041
4.84	0.00218686	0.00219615	0.00117518	0.00101933	0.00807521
4.85	0.00217644	0.00218569	0.00116363	0.00101006	0.00803013
4.86	0.00216608	0.00217529	0.0011522	0.00100089	0.00798517
4.87	0.00215576	0.00216493	0.00114089	0.000991801	0.00794033
4.88	0.0021455	0.00215462	0.0011297	0.000982798	0.00789561
4.89	0.00213528	0.00214436	0.00111863	0.00097388	0.00785102
4.9	0.00212511	0.00213415	0.00110768	0.000965046	0.00780654
4.91	0.002115	0.00212399	0.00109684	0.000956293	0.00776219
4.92	0.00210492	0.00211387	0.00108611	0.000947621	0.00771795
4.93	0.0020949	0.00210381	0.0010755	0.000939028	0.00767383
4.94	0.00208493	0.00209379	0.00106499	0.000930515	0.00762983
4.95	0.002075	0.00208382	0.00105459	0.000922078	0.00758594
4.96	0.00206512	0.0020739	0.0010443	0.000913719	0.00754217
4.97	0.00205528	0.00206402	0.00103412	0.000905435	0.00749852
4.98	0.0020455	0.00205419	0.00102404	0.000897225	0.00745498
4.99	0.00203576	0.00204441	0.00101406	0.000889089	0.00741156
5	0.00202606	0.00203467	0.00100419	0.000881026	0.00736826
