# markerAvrg: average marker throughout entire volume of phantom (including in- and outlets)
# roi1_markerAvrg: average marker in full phantom volume (without in- and outlets)
# roi2_markerAvrg: average marker in 30mm sphere on central axis 11mm away from top
# roi3_markerAvrg: average marker in 30mm sphere on central axis 15mm away from top
# roi4_markerAvrg: average marker in sphere segment cut-off at 41.25 mm from top

#time	markerAvrg	roi1_markerAvrg	roi2_markerAvrg	roi3_markerAvrg	roi4_markerAvrg
1.23	0.0062592	0.00144319	7.91666e-05	5.17577e-05	0.000215606
1.24	0.00629495	0.00147351	9.15969e-05	6.02876e-05	0.000238165
1.25	0.00633058	0.00150384	0.000105527	6.99071e-05	0.000262294
1.26	0.00636608	0.00153416	0.000121072	8.07087e-05	0.000288024
1.27	0.00640144	0.00156448	0.000138347	9.27869e-05	0.000315384
1.28	0.00643667	0.0015948	0.000157468	0.000106237	0.000344394
1.29	0.00647177	0.0016251	0.00017855	0.000121157	0.000375074
1.3	0.00650674	0.00165539	0.000201704	0.000137643	0.000407433
1.31	0.00654158	0.00168567	0.000227042	0.000155792	0.00044148
1.32	0.00657629	0.00171593	0.00025467	0.0001757	0.000477217
1.33	0.00661086	0.00174618	0.00028469	0.000197462	0.00051464
1.34	0.0066453	0.0017764	0.000317201	0.000221171	0.000553741
1.35	0.00667962	0.00180661	0.000352294	0.000246916	0.00059451
1.36	0.0067138	0.00183679	0.000390055	0.000274783	0.00063693
1.37	0.00674785	0.00186695	0.000430562	0.000304856	0.00068098
1.38	0.00678177	0.00189708	0.000473888	0.000337212	0.000726638
1.39	0.00681556	0.00192717	0.000520096	0.000371926	0.000773877
1.4	0.00684922	0.00195724	0.000569242	0.000409065	0.000822667
1.41	0.00688275	0.00198727	0.000621375	0.000448693	0.000872975
1.42	0.00691614	0.00201726	0.000676534	0.000490867	0.000924768
1.43	0.00694847	0.00204712	0.000734795	0.000535673	0.000978025
1.44	0.00698068	0.00207691	0.000796138	0.000583121	0.00103269
1.45	0.00701277	0.00210664	0.000860577	0.000633249	0.00108872
1.46	0.00704474	0.0021363	0.000928118	0.000686089	0.00114608
1.47	0.0070766	0.00216589	0.000998763	0.000741665	0.00120472
1.48	0.00710833	0.00219542	0.0010725	0.000799997	0.0012646
1.49	0.00713996	0.00222487	0.00114933	0.000861097	0.00132569
1.5	0.00717146	0.00225426	0.00122921	0.000924971	0.00138793
1.51	0.00713736	0.00228377	0.00131211	0.000991597	0.00145128
1.52	0.00710483	0.00231326	0.00139801	0.00106099	0.0015157
1.53	0.00707227	0.00234273	0.00148688	0.00113315	0.00158115
1.54	0.00703963	0.00237217	0.00157868	0.00120805	0.00164759
1.55	0.00700694	0.00240158	0.00167336	0.00128567	0.00171498
1.56	0.00697444	0.00243096	0.00177088	0.00136599	0.00178327
1.57	0.00694207	0.0024603	0.00187118	0.00144897	0.00185243
1.58	0.00690966	0.0024896	0.00197421	0.00153458	0.00192241
1.59	0.00687757	0.00251886	0.00207991	0.00162278	0.00199319
1.6	0.00684557	0.00254808	0.00218821	0.00171353	0.00206472
1.61	0.00681345	0.00257726	0.00229907	0.00180679	0.00213696
1.62	0.0067815	0.0026064	0.00241241	0.0019025	0.00220988
1.63	0.00674962	0.0026355	0.00252816	0.00200061	0.00228345
1.64	0.00671784	0.00266456	0.00264628	0.00210107	0.00235763
1.65	0.00668612	0.00269357	0.00276668	0.00220382	0.00243239
1.66	0.00665463	0.00272254	0.0028893	0.00230882	0.0025077
1.67	0.00662364	0.00275145	0.00301408	0.00241598	0.00258353
1.68	0.00659235	0.00278032	0.00314095	0.00252527	0.00265985
1.69	0.0065612	0.00280912	0.00326984	0.00263661	0.00273663
1.7	0.00653009	0.00283787	0.00340069	0.00274994	0.00281385
1.71	0.00649904	0.00286656	0.00353343	0.0028652	0.00289147
1.72	0.00646776	0.00289518	0.00366799	0.00298232	0.00296949
1.73	0.00643721	0.00292373	0.00380432	0.00310125	0.00304786
1.74	0.00640682	0.00295221	0.00394234	0.00322191	0.00312657
1.75	0.00637659	0.00298062	0.004082	0.00334425	0.0032056
1.76	0.00634682	0.00300895	0.00422323	0.00346819	0.00328492
1.77	0.00631685	0.00303721	0.00436597	0.00359367	0.00336452
1.78	0.00628704	0.00306538	0.00451017	0.00372063	0.00344438
1.79	0.00625734	0.00309348	0.00465576	0.00384899	0.00352447
1.8	0.00622777	0.00312149	0.00480268	0.00397871	0.00360478
1.81	0.00619818	0.00314941	0.00495089	0.00410971	0.00368529
1.82	0.00616836	0.00317725	0.00510032	0.00424193	0.00376599
1.83	0.00613918	0.00320499	0.00525092	0.00437531	0.00384686
1.84	0.00611011	0.00323265	0.00540264	0.00450978	0.00392789
1.85	0.00608108	0.00326022	0.00555543	0.00464527	0.00400906
1.86	0.00605226	0.00328769	0.00570923	0.00478174	0.00409035
1.87	0.00602381	0.00331507	0.005864	0.00491911	0.00417176
1.88	0.00599524	0.00334235	0.00601969	0.00505732	0.00425327
1.89	0.00596683	0.00336953	0.00617625	0.00519632	0.00433487
1.9	0.00593847	0.00339662	0.00633363	0.00533603	0.00441655
1.91	0.00591026	0.0034236	0.00649179	0.00547641	0.0044983
1.92	0.00588194	0.00345048	0.00665069	0.00561739	0.00458011
1.93	0.00585426	0.00347726	0.00681027	0.00575891	0.00466196
1.94	0.0058265	0.00350392	0.00697051	0.00590091	0.00474386
1.95	0.00579872	0.00353047	0.00713135	0.00604333	0.00482578
1.96	0.00577118	0.00355689	0.00729275	0.00618612	0.00490773
1.97	0.00574367	0.00358318	0.00745468	0.00632921	0.0049897
1.98	0.00571632	0.00360933	0.00761709	0.00647256	0.00507168
1.99	0.00568911	0.00363531	0.00777994	0.00661609	0.00515366
2	0.00566197	0.0036611	0.0079432	0.00675977	0.00523563
2.01	0.00563489	0.00368668	0.00810682	0.00690353	0.0053176
2.02	0.00560824	0.00371203	0.00827076	0.00704731	0.00539956
2.03	0.00558152	0.00373709	0.008435	0.00719107	0.0054815
2.04	0.00555488	0.00376183	0.00859949	0.00733475	0.00556341
2.05	0.00552847	0.0037862	0.00876419	0.0074783	0.0056453
2.06	0.00550215	0.00381015	0.00892907	0.00762167	0.00572715
2.07	0.00547589	0.00383362	0.0090941	0.0077648	0.00580898
2.08	0.00544972	0.00385653	0.00925923	0.00790766	0.00589076
2.09	0.00542368	0.00387884	0.00942443	0.00805018	0.0059725
2.1	0.00539777	0.00390048	0.00958967	0.00819233	0.0060542
2.11	0.00537202	0.00392139	0.00975491	0.00833406	0.00613584
2.12	0.00534642	0.00394152	0.00992011	0.00847532	0.00621744
2.13	0.00532088	0.0039608	0.0100853	0.00861608	0.00629898
2.14	0.00529551	0.00397918	0.0102503	0.00875628	0.00638046
2.15	0.00527028	0.00399663	0.0104152	0.00889589	0.00646187
2.16	0.00524513	0.0040131	0.0105799	0.00903487	0.00654322
2.17	0.00522006	0.00402856	0.0107444	0.00917319	0.0066245
2.18	0.00519518	0.004043	0.0109087	0.00931079	0.00670571
2.19	0.00517037	0.0040564	0.0110728	0.00944766	0.00678683
2.2	0.00514573	0.00406876	0.0112365	0.00958376	0.00686788
2.21	0.00512115	0.00408008	0.0113998	0.00971904	0.00694883
2.22	0.00509676	0.00409038	0.0115628	0.00985349	0.0070297
2.23	0.0050725	0.00409968	0.0117254	0.00998708	0.00711046
2.24	0.00504829	0.00410797	0.0118876	0.0101198	0.00719113
2.25	0.00502426	0.00411531	0.0120492	0.0102515	0.00727169
2.26	0.00500036	0.00412171	0.0122104	0.0103823	0.00735213
2.27	0.00497649	0.00412719	0.012371	0.0105122	0.00743246
2.28	0.00495282	0.00413182	0.0125311	0.010641	0.00751267
2.29	0.00492928	0.0041356	0.0126905	0.0107688	0.00759274
2.3	0.00490576	0.00413857	0.0128492	0.0108956	0.00767269
2.31	0.0048824	0.00414076	0.0130073	0.0110214	0.00775249
2.32	0.00485915	0.00414222	0.0131647	0.011146	0.00783214
2.33	0.00483602	0.00414297	0.0133213	0.0112695	0.00791164
2.34	0.00481294	0.00414304	0.0134771	0.011392	0.00799098
2.35	0.00479001	0.00414247	0.0136321	0.0115133	0.00807014
2.36	0.00476719	0.00414128	0.0137862	0.0116334	0.00814913
2.37	0.00474447	0.0041395	0.0139394	0.0117524	0.00822793
2.38	0.00472187	0.00413716	0.0140917	0.0118702	0.00830654
2.39	0.00469937	0.00413429	0.0142431	0.0119869	0.00838493
2.4	0.00467699	0.0041309	0.0143934	0.0121023	0.00846311
2.41	0.00465471	0.00412702	0.0145427	0.0122165	0.00854105
2.42	0.00463254	0.00412267	0.014691	0.0123296	0.00861875
2.43	0.00461047	0.00411788	0.0148381	0.0124414	0.00869618
2.44	0.00458851	0.00411266	0.0149842	0.0125519	0.00877333
2.45	0.00456666	0.00410702	0.015129	0.0126613	0.00885017
2.46	0.00454491	0.004101	0.0152727	0.0127694	0.00892669
2.47	0.00452326	0.00409459	0.0154152	0.0128762	0.00900285
2.48	0.00450172	0.00408783	0.0155564	0.0129818	0.00907864
2.49	0.00448028	0.00408072	0.0156964	0.0130861	0.00915401
2.5	0.00445894	0.00407328	0.015835	0.0131891	0.00922893
2.51	0.00443771	0.00406552	0.0159723	0.0132909	0.00930338
2.52	0.00441658	0.00405746	0.0161082	0.0133914	0.0093773
2.53	0.00439554	0.0040491	0.0162427	0.0134906	0.00945065
2.54	0.00437461	0.00404046	0.0163758	0.0135885	0.00952339
2.55	0.00435378	0.00403155	0.0165074	0.0136851	0.00959546
2.56	0.00433305	0.00402238	0.0166374	0.0137804	0.00966682
2.57	0.00431241	0.00401296	0.0167659	0.0138743	0.0097374
2.58	0.00429188	0.00400329	0.0168928	0.0139669	0.00980715
2.59	0.00427144	0.0039934	0.0170181	0.0140581	0.00987601
2.6	0.0042511	0.00398328	0.0171417	0.014148	0.00994391
2.61	0.00423086	0.00397294	0.0172635	0.0142364	0.0100108
2.62	0.00421071	0.0039624	0.0173835	0.0143234	0.0100766
2.63	0.00419066	0.00395166	0.0175016	0.0144089	0.0101412
2.64	0.00417071	0.00394072	0.0176178	0.0144929	0.0102046
2.65	0.00415085	0.00392961	0.017732	0.0145754	0.0102667
2.66	0.00413108	0.00391831	0.0178441	0.0146563	0.0103275
2.67	0.00411141	0.00390685	0.0179541	0.0147355	0.0103868
2.68	0.00409184	0.00389522	0.0180618	0.0148131	0.0104447
2.69	0.00407235	0.00388343	0.0181672	0.0148889	0.010501
2.7	0.00405296	0.0038715	0.0182702	0.014963	0.0105557
2.71	0.00403366	0.00385941	0.0183706	0.0150351	0.0106087
2.72	0.00401446	0.00384719	0.0184684	0.0151054	0.01066
2.73	0.00399534	0.00383484	0.0185635	0.0151736	0.0107096
2.74	0.00397632	0.00382235	0.0186558	0.0152398	0.0107574
2.75	0.00395739	0.00380975	0.0187451	0.0153038	0.0108033
2.76	0.00393854	0.00379702	0.0188315	0.0153656	0.0108473
2.77	0.00391979	0.00378419	0.0189146	0.0154251	0.0108894
2.78	0.00390113	0.00377125	0.0189945	0.0154821	0.0109296
2.79	0.00388255	0.0037582	0.0190711	0.0155367	0.0109679
2.8	0.00386407	0.00374506	0.0191442	0.0155887	0.0110042
2.81	0.00384567	0.00373183	0.0192137	0.0156381	0.0110385
2.82	0.00382736	0.00371851	0.0192796	0.0156847	0.0110709
2.83	0.00380913	0.0037051	0.0193417	0.0157286	0.0111012
2.84	0.003791	0.00369162	0.0194	0.0157695	0.0111296
2.85	0.00377295	0.00367806	0.0194544	0.0158074	0.0111561
2.86	0.00375498	0.00366443	0.0195049	0.0158423	0.0111806
2.87	0.0037371	0.00365074	0.0195512	0.0158741	0.0112032
2.88	0.00371931	0.00363698	0.0195935	0.0159026	0.0112239
2.89	0.0037016	0.00362316	0.0196316	0.0159279	0.0112427
2.9	0.00368397	0.00360929	0.0196655	0.01595	0.0112597
2.91	0.00366643	0.00359536	0.0196952	0.0159686	0.0112749
2.92	0.00364898	0.00358139	0.0197206	0.0159839	0.0112882
2.93	0.0036316	0.00356738	0.0197417	0.0159956	0.0112999
2.94	0.00361431	0.00355332	0.0197586	0.016004	0.0113098
2.95	0.0035971	0.00353923	0.0197712	0.0160088	0.0113181
2.96	0.00357997	0.0035251	0.0197794	0.01601	0.0113247
2.97	0.00356293	0.00351094	0.0197834	0.0160077	0.0113298
2.98	0.00354596	0.00349675	0.0197832	0.0160019	0.0113333
2.99	0.00352908	0.00348254	0.0197787	0.0159925	0.0113353
3	0.00351227	0.00346831	0.0197701	0.0159795	0.0113359
3.01	0.00349555	0.00345405	0.0197573	0.015963	0.011335
3.02	0.00347891	0.00343978	0.0197404	0.015943	0.0113327
3.03	0.00346234	0.0034255	0.0197194	0.0159194	0.0113291
3.04	0.00344586	0.0034112	0.0196945	0.0158923	0.0113243
3.05	0.00342945	0.0033969	0.0196656	0.0158618	0.0113181
3.06	0.00341312	0.00338259	0.0196328	0.0158279	0.0113107
3.07	0.00339687	0.00336828	0.0195963	0.0157905	0.0113022
3.08	0.00338069	0.00335396	0.0195559	0.0157498	0.0112925
3.09	0.0033646	0.00333965	0.0195119	0.0157059	0.0112817
3.1	0.00334858	0.00332534	0.0194643	0.0156586	0.0112699
3.11	0.00333263	0.00331103	0.0194132	0.0156082	0.011257
3.12	0.00331676	0.00329673	0.0193586	0.0155546	0.0112431
3.13	0.00330097	0.00328245	0.0193006	0.015498	0.0112282
3.14	0.00328525	0.00326817	0.0192394	0.0154383	0.0112124
3.15	0.00326961	0.0032539	0.0191749	0.0153757	0.0111957
3.16	0.00325404	0.00323965	0.0191072	0.0153101	0.0111781
3.17	0.00323854	0.00322542	0.0190365	0.0152418	0.0111597
3.18	0.00322312	0.00321121	0.0189628	0.0151706	0.0111405
3.19	0.00320778	0.00319701	0.0188862	0.0150968	0.0111204
3.2	0.0031925	0.00318284	0.0188067	0.0150204	0.0110996
3.21	0.0031773	0.00316869	0.0187244	0.0149414	0.0110781
3.22	0.00316217	0.00315456	0.0186394	0.0148599	0.0110558
3.23	0.00314711	0.00314047	0.0185518	0.0147759	0.0110329
3.24	0.00313213	0.00312639	0.0184617	0.0146897	0.0110093
3.25	0.00311721	0.00311235	0.0183691	0.0146011	0.010985
3.26	0.00310237	0.00309834	0.018274	0.0145103	0.0109601
3.27	0.0030876	0.00308436	0.0181766	0.0144174	0.0109346
3.28	0.0030729	0.00307041	0.0180769	0.0143224	0.0109086
3.29	0.00305826	0.0030565	0.017975	0.0142254	0.0108819
3.3	0.0030437	0.00304262	0.017871	0.0141265	0.0108547
3.31	0.00302921	0.00302877	0.0177648	0.0140257	0.010827
3.32	0.00301478	0.00301496	0.0176567	0.0139231	0.0107988
3.33	0.00300043	0.00300119	0.0175465	0.0138188	0.01077
3.34	0.00298614	0.00298746	0.0174345	0.0137128	0.0107408
3.35	0.00297192	0.00297377	0.0173206	0.0136052	0.0107112
3.36	0.00295777	0.00296012	0.017205	0.0134961	0.0106811
3.37	0.00294368	0.00294651	0.0170876	0.0133855	0.0106505
3.38	0.00292967	0.00293294	0.0169685	0.0132735	0.0106196
3.39	0.00291572	0.00291942	0.0168478	0.0131602	0.0105882
3.4	0.00290183	0.00290594	0.0167256	0.0130457	0.0105565
3.41	0.00288801	0.0028925	0.0166018	0.0129299	0.0105244
3.42	0.00287426	0.00287911	0.0164766	0.0128131	0.010492
3.43	0.00286058	0.00286576	0.01635	0.0126951	0.0104592
3.44	0.00284695	0.00285246	0.0162221	0.0125762	0.010426
3.45	0.0028334	0.0028392	0.0160929	0.0124563	0.0103926
3.46	0.00281991	0.002826	0.0159624	0.0123356	0.0103588
3.47	0.00280648	0.00281284	0.0158307	0.012214	0.0103248
3.48	0.00279311	0.00279972	0.0156979	0.0120918	0.0102904
3.49	0.00277981	0.00278666	0.015564	0.0119688	0.0102559
3.5	0.00276658	0.00277364	0.015429	0.0118452	0.010221
3.51	0.00275341	0.00276068	0.0152931	0.0117211	0.0101859
3.52	0.0027403	0.00274776	0.0151562	0.0115965	0.0101505
3.53	0.00272725	0.0027349	0.0150184	0.0114715	0.010115
3.54	0.00271427	0.00272208	0.0148798	0.0113461	0.0100792
3.55	0.00270134	0.00270931	0.0147404	0.0112205	0.0100432
3.56	0.00268848	0.0026966	0.0146002	0.0110945	0.010007
3.57	0.00267568	0.00268393	0.0144594	0.0109684	0.00997066
3.58	0.00266294	0.00267132	0.0143179	0.0108422	0.00993412
3.59	0.00265026	0.00265876	0.0141759	0.010716	0.0098974
3.6	0.00263764	0.00264624	0.0140332	0.0105897	0.00986053
3.61	0.00262509	0.00263379	0.0138901	0.0104635	0.00982351
3.62	0.00261259	0.00262138	0.0137466	0.0103373	0.00978635
3.63	0.00260015	0.00260902	0.0136026	0.0102114	0.00974906
3.64	0.00258777	0.00259672	0.0134583	0.0100857	0.00971165
3.65	0.00257545	0.00258447	0.0133137	0.00996021	0.00967411
3.66	0.00256318	0.00257227	0.0131689	0.00983508	0.00963648
3.67	0.00255098	0.00256012	0.0130239	0.00971033	0.00959874
3.68	0.00253883	0.00254803	0.0128787	0.00958599	0.0095609
3.69	0.00252675	0.00253598	0.0127334	0.00946213	0.00952299
3.7	0.00251472	0.00252399	0.0125881	0.00933879	0.00948499
3.71	0.00250275	0.00251206	0.0124428	0.00921601	0.00944692
