# markerAvrg: average marker throughout entire volume of phantom (including in- and outlets)
# roi1_markerAvrg: average marker in full phantom volume (without in- and outlets)
# roi2_markerAvrg: average marker in 30mm sphere on central axis 11mm away from top
# roi3_markerAvrg: average marker in 30mm sphere on central axis 15mm away from top
# roi4_markerAvrg: average marker in sphere segment cut-off at 41.25 mm from top

#time	markerAvrg	roi1_markerAvrg	roi2_markerAvrg	roi3_markerAvrg	roi4_markerAvrg
3.72	0.00249083	0.00250017	0.0122976	0.00909384	0.00940879
3.73	0.00247898	0.00248834	0.0121525	0.00897232	0.00937061
3.74	0.00246717	0.00247656	0.0120075	0.00885149	0.00933237
3.75	0.00245543	0.00246483	0.0118627	0.0087314	0.00929408
3.76	0.00244374	0.00245316	0.0117182	0.00861208	0.00925576
3.77	0.0024321	0.00244153	0.0115739	0.00849356	0.00921741
3.78	0.00242053	0.00242996	0.0114301	0.00837589	0.00917902
3.79	0.002409	0.00241844	0.0112866	0.00825909	0.00914062
3.8	0.00239753	0.00240697	0.0111435	0.0081432	0.0091022
3.81	0.00238612	0.00239556	0.011001	0.00802825	0.00906378
3.82	0.00237476	0.00238419	0.010859	0.00791427	0.00902534
3.83	0.00236345	0.00237288	0.0107175	0.00780129	0.00898691
3.84	0.0023522	0.00236162	0.0105767	0.00768932	0.00894848
3.85	0.002341	0.00235041	0.0104366	0.00757841	0.00891007
3.86	0.00232986	0.00233925	0.0102972	0.00746856	0.00887167
3.87	0.00231877	0.00232815	0.0101585	0.00735981	0.00883328
3.88	0.00230773	0.00231709	0.0100206	0.00725217	0.00879493
3.89	0.00229675	0.00230609	0.00988354	0.00714566	0.0087566
3.9	0.00228581	0.00229513	0.00974736	0.0070403	0.0087183
3.91	0.00227493	0.00228423	0.00961209	0.0069361	0.00868004
3.92	0.0022641	0.00227338	0.00947777	0.00683307	0.00864182
3.93	0.00225332	0.00226257	0.00934442	0.00673124	0.00860364
3.94	0.00224259	0.00225182	0.0092121	0.00663061	0.00856552
3.95	0.00223192	0.00224112	0.00908082	0.00653119	0.00852744
3.96	0.00222129	0.00223047	0.00895061	0.006433	0.00848942
3.97	0.00221072	0.00221986	0.00882152	0.00633603	0.00845145
3.98	0.00220019	0.00220931	0.00869357	0.0062403	0.00841355
3.99	0.00218972	0.0021988	0.00856678	0.00614581	0.00837572
4	0.00217929	0.00218835	0.00844119	0.00605257	0.00833794
4.01	0.00216892	0.00217794	0.00831681	0.00596057	0.00830025
4.02	0.0021586	0.00216759	0.00819367	0.00586982	0.00826262
4.03	0.00214832	0.00215728	0.00807179	0.00578032	0.00822507
4.04	0.0021381	0.00214702	0.00795119	0.00569208	0.0081876
4.05	0.00212792	0.00213681	0.0078319	0.00560508	0.00815021
4.06	0.00211779	0.00212664	0.00771392	0.00551933	0.0081129
4.07	0.00210771	0.00211653	0.00759727	0.00543482	0.00807568
4.08	0.00209768	0.00210646	0.00748197	0.00535155	0.00803855
4.09	0.00208769	0.00209644	0.00736803	0.00526952	0.00800151
4.1	0.00207775	0.00208647	0.00725547	0.00518872	0.00796456
4.11	0.00206786	0.00207654	0.00714429	0.00510914	0.00792771
4.12	0.00205802	0.00206666	0.0070345	0.00503078	0.00789095
4.13	0.00204822	0.00205683	0.00692611	0.00495362	0.00785429
4.14	0.00203847	0.00204704	0.00681912	0.00487767	0.00781773
4.15	0.00202876	0.0020373	0.00671354	0.00480291	0.00778128
4.16	0.00201911	0.00202761	0.00660938	0.00472933	0.00774492
4.17	0.00200949	0.00201796	0.00650664	0.00465692	0.00770868
4.18	0.00199993	0.00200835	0.00640531	0.00458568	0.00767254
4.19	0.00199041	0.0019988	0.0063054	0.00451558	0.0076365
4.2	0.00198093	0.00198928	0.0062069	0.00444663	0.00760058
4.21	0.0019715	0.00197982	0.00610982	0.0043788	0.00756477
4.22	0.00196211	0.00197039	0.00601416	0.00431209	0.00752907
4.23	0.00195277	0.00196102	0.0059199	0.00424649	0.00749349
4.24	0.00194347	0.00195168	0.00582704	0.00418198	0.00745802
4.25	0.00193422	0.00194239	0.00573558	0.00411854	0.00742266
4.26	0.00192501	0.00193315	0.00564551	0.00405617	0.00738742
4.27	0.00191584	0.00192395	0.00555682	0.00399486	0.0073523
4.28	0.00190672	0.00191479	0.0054695	0.00393458	0.0073173
4.29	0.00189764	0.00190567	0.00538355	0.00387533	0.00728242
4.3	0.00188861	0.0018966	0.00529896	0.0038171	0.00724766
4.31	0.00187962	0.00188757	0.0052157	0.00375986	0.00721303
4.32	0.00187067	0.00187859	0.00513379	0.00370361	0.00717851
4.33	0.00186176	0.00186964	0.00505319	0.00364833	0.00714412
4.34	0.00185289	0.00186074	0.0049739	0.00359401	0.00710985
4.35	0.00184407	0.00185189	0.00489592	0.00354063	0.00707571
4.36	0.00183529	0.00184307	0.00481921	0.00348818	0.00704169
4.37	0.00182655	0.0018343	0.00474378	0.00343665	0.0070078
4.38	0.00181786	0.00182556	0.00466961	0.00338602	0.00697403
4.39	0.0018092	0.00181687	0.00459667	0.00333628	0.00694039
4.4	0.00180059	0.00180822	0.00452497	0.00328742	0.00690688
4.41	0.00179201	0.00179961	0.00445449	0.00323942	0.0068735
4.42	0.00178348	0.00179104	0.0043852	0.00319227	0.00684025
4.43	0.00177499	0.00178252	0.0043171	0.00314595	0.00680712
4.44	0.00176654	0.00177403	0.00425016	0.00310046	0.00677413
4.45	0.00175812	0.00176558	0.00418439	0.00305577	0.00674126
4.46	0.00174975	0.00175718	0.00411975	0.00301188	0.00670853
4.47	0.00174142	0.00174881	0.00405623	0.00296877	0.00667592
4.48	0.00173313	0.00174048	0.00399383	0.00292643	0.00664345
4.49	0.00172488	0.0017322	0.00393252	0.00288485	0.00661111
4.5	0.00171666	0.00172395	0.00387228	0.00284401	0.0065789
4.51	0.00170849	0.00171574	0.00381311	0.0028039	0.00654683
4.52	0.00170035	0.00170757	0.00375498	0.00276451	0.00651488
4.53	0.00169226	0.00169944	0.00369788	0.00272583	0.00648307
4.54	0.0016842	0.00169135	0.0036418	0.00268785	0.00645139
4.55	0.00167618	0.0016833	0.00358671	0.00265054	0.00641984
4.56	0.0016682	0.00167528	0.00353262	0.00261391	0.00638843
4.57	0.00166025	0.00166731	0.00347949	0.00257794	0.00635715
4.58	0.00165235	0.00165937	0.00342731	0.00254261	0.00632601
4.59	0.00164448	0.00165147	0.00337607	0.00250792	0.00629499
4.6	0.00163665	0.0016436	0.00332575	0.00247386	0.00626412
4.61	0.00162886	0.00163578	0.00327635	0.00244041	0.00623337
4.62	0.0016211	0.00162799	0.00322783	0.00240756	0.00620276
4.63	0.00161338	0.00162023	0.0031802	0.0023753	0.00617228
4.64	0.0016057	0.00161252	0.00313343	0.00234363	0.00614194
4.65	0.00159805	0.00160484	0.00308751	0.00231252	0.00611173
4.66	0.00159044	0.0015972	0.00304242	0.00228198	0.00608166
4.67	0.00158287	0.00158959	0.00299816	0.00225198	0.00605172
4.68	0.00157533	0.00158203	0.0029547	0.00222253	0.00602192
4.69	0.00156783	0.00157449	0.00291204	0.0021936	0.00599224
4.7	0.00156036	0.001567	0.00287016	0.0021652	0.00596271
4.71	0.00155293	0.00155953	0.00282904	0.0021373	0.00593331
4.72	0.00154554	0.00155211	0.00278868	0.00210991	0.00590404
4.73	0.00153818	0.00154472	0.00274905	0.00208301	0.0058749
4.74	0.00153086	0.00153736	0.00271015	0.00205659	0.0058459
4.75	0.00152357	0.00153004	0.00267197	0.00203064	0.00581703
4.76	0.00151631	0.00152275	0.00263448	0.00200515	0.0057883
4.77	0.00150909	0.0015155	0.00259769	0.00198012	0.0057597
4.78	0.0015019	0.00150829	0.00256157	0.00195554	0.00573124
4.79	0.00149475	0.00150111	0.00252611	0.00193139	0.0057029
4.8	0.00148763	0.00149396	0.00249131	0.00190768	0.0056747
4.81	0.00148055	0.00148684	0.00245714	0.00188438	0.00564664
4.82	0.0014735	0.00147976	0.00242361	0.0018615	0.0056187
4.83	0.00146648	0.00147272	0.00239068	0.00183902	0.0055909
4.84	0.0014595	0.0014657	0.00235837	0.00181693	0.00556323
4.85	0.00145255	0.00145873	0.00232664	0.00179524	0.0055357
4.86	0.00144563	0.00145178	0.0022955	0.00177393	0.00550829
4.87	0.00143875	0.00144487	0.00226493	0.00175299	0.00548102
4.88	0.0014319	0.00143799	0.00223492	0.00173242	0.00545388
4.89	0.00142508	0.00143114	0.00220546	0.0017122	0.00542687
4.9	0.00141829	0.00142432	0.00217654	0.00169234	0.00539999
4.91	0.00141154	0.00141754	0.00214815	0.00167282	0.00537324
4.92	0.00140482	0.00141079	0.00212028	0.00165364	0.00534662
4.93	0.00139813	0.00140407	0.00209291	0.0016348	0.00532013
4.94	0.00139147	0.00139739	0.00206605	0.00161627	0.00529378
4.95	0.00138485	0.00139073	0.00203967	0.00159807	0.00526755
4.96	0.00137825	0.00138411	0.00201378	0.00158017	0.00524145
4.97	0.00137169	0.00137752	0.00198835	0.00156259	0.00521548
4.98	0.00136516	0.00137096	0.00196339	0.0015453	0.00518963
4.99	0.00135866	0.00136443	0.00193888	0.0015283	0.00516392
5	0.00135219	0.00135794	0.00191481	0.00151159	0.00513833
