# markerAvrg: average marker throughout entire volume of phantom (including in- and outlets)
# roi1_markerAvrg: average marker in full phantom volume (without in- and outlets)
# roi2_markerAvrg: average marker in 30mm sphere on central axis 11mm away from top
# roi3_markerAvrg: average marker in 30mm sphere on central axis 15mm away from top
# roi4_markerAvrg: average marker in sphere segment cut-off at 41.25 mm from top

#time	markerAvrg	roi1_markerAvrg	roi2_markerAvrg	roi3_markerAvrg	roi4_markerAvrg
1.18	0.0121232	0.0065271	0.0221282	0.0189427	0.0122802
1.19	0.012199	0.00660296	0.0226616	0.0193647	0.0125487
1.2	0.0122744	0.00667847	0.0231889	0.0197786	0.0128166
1.21	0.0123495	0.00675363	0.0237095	0.0201842	0.013084
1.22	0.0124243	0.00682844	0.0242231	0.0205811	0.0133507
1.23	0.0124987	0.0069029	0.0247292	0.0209693	0.0136169
1.24	0.0125727	0.00697702	0.0252274	0.0213486	0.0138824
1.25	0.0126464	0.00705079	0.0257174	0.0217189	0.0141472
1.26	0.0127198	0.00712421	0.0261987	0.0220801	0.0144113
1.27	0.0127927	0.00719729	0.0266712	0.0224323	0.0146747
1.28	0.0128654	0.00727002	0.0271344	0.0227754	0.0149373
1.29	0.0129377	0.0073424	0.0275883	0.0231096	0.0151991
1.3	0.0130096	0.00741444	0.0280326	0.0234347	0.0154601
1.31	0.0130812	0.00748613	0.0284671	0.0237511	0.0157203
1.32	0.0131525	0.00755747	0.0288918	0.0240587	0.0159796
1.33	0.0132234	0.00762847	0.0293065	0.0243578	0.0162381
1.34	0.0132939	0.00769913	0.0297113	0.0246485	0.0164957
1.35	0.0133641	0.00776944	0.030106	0.0249309	0.0167524
1.36	0.013434	0.0078394	0.0304908	0.0252054	0.0170083
1.37	0.0135035	0.00790902	0.0308657	0.025472	0.0172632
1.38	0.0135727	0.0079783	0.0312307	0.0257311	0.0175171
1.39	0.0136415	0.00804722	0.0315859	0.0259827	0.0177702
1.4	0.0137099	0.0081158	0.0319315	0.0262273	0.0180222
1.41	0.0137781	0.00818404	0.0322677	0.0264649	0.0182733
1.42	0.0138458	0.00825193	0.0325945	0.0266958	0.0185234
1.43	0.0139133	0.00831947	0.0329122	0.0269203	0.0187725
1.44	0.0139803	0.00838666	0.0332209	0.0271386	0.0190205
1.45	0.014047	0.00845351	0.0335209	0.0273509	0.0192676
1.46	0.0141134	0.00852001	0.0338124	0.0275575	0.0195136
1.47	0.0141795	0.00858617	0.0340956	0.0277585	0.0197585
1.48	0.0142451	0.00865198	0.0343707	0.0279542	0.0200024
1.49	0.0143105	0.00871744	0.0346381	0.0281448	0.0202452
1.5	0.0143754	0.00878256	0.0348978	0.0283305	0.0204869
1.51	0.0143071	0.00884853	0.0351504	0.0285115	0.0207314
1.52	0.0142403	0.00891427	0.0353958	0.028688	0.0209751
1.53	0.0141738	0.00897977	0.0356344	0.0288601	0.0212178
1.54	0.0141076	0.00904502	0.0358663	0.0290281	0.0214596
1.55	0.0140412	0.00911002	0.0360917	0.029192	0.0217004
1.56	0.0139759	0.00917476	0.036311	0.0293521	0.0219404
1.57	0.0139105	0.00923926	0.0365242	0.0295085	0.0221794
1.58	0.0138454	0.00930349	0.0367318	0.0296613	0.0224175
1.59	0.0137801	0.00936746	0.0369338	0.0298107	0.0226546
1.6	0.0137154	0.00943116	0.0371305	0.0299569	0.0228908
1.61	0.0136504	0.0094946	0.0373221	0.0300999	0.023126
1.62	0.0135853	0.00955776	0.0375088	0.0302399	0.0233603
1.63	0.013521	0.00962064	0.0376908	0.030377	0.0235937
1.64	0.0134568	0.00968324	0.0378683	0.0305114	0.0238261
1.65	0.013393	0.00974556	0.0380414	0.030643	0.0240575
1.66	0.0133294	0.0098076	0.0382104	0.0307721	0.024288
1.67	0.0132665	0.00986934	0.0383754	0.0308988	0.0245175
1.68	0.0132039	0.0099308	0.0385366	0.031023	0.0247461
1.69	0.0131412	0.00999196	0.0386942	0.031145	0.0249737
1.7	0.0130789	0.0100528	0.0388482	0.0312648	0.0252004
1.71	0.0130167	0.0101133	0.0389988	0.0313824	0.0254261
1.72	0.0129548	0.0101735	0.0391463	0.031498	0.0256509
1.73	0.0128933	0.0102331	0.0392906	0.0316117	0.0258748
1.74	0.0128317	0.0102923	0.039432	0.0317234	0.0260977
1.75	0.0127709	0.0103507	0.0395706	0.0318333	0.0263196
1.76	0.0127102	0.0104083	0.0397064	0.0319414	0.0265406
1.77	0.0126497	0.0104648	0.0398397	0.0320479	0.0267607
1.78	0.0125895	0.0105198	0.0399704	0.0321527	0.0269799
1.79	0.0125295	0.0105732	0.0400988	0.0322558	0.0271982
1.8	0.0124698	0.0106244	0.0402249	0.0323575	0.0274155
1.81	0.0124105	0.0106731	0.0403488	0.0324577	0.027632
1.82	0.0123513	0.0107189	0.0404706	0.0325565	0.0278475
1.83	0.0122925	0.0107615	0.0405904	0.0326538	0.0280621
1.84	0.0122339	0.0108003	0.0407083	0.0327499	0.0282758
1.85	0.0121755	0.0108352	0.0408243	0.0328447	0.0284886
1.86	0.0121175	0.010866	0.0409387	0.0329382	0.0287005
1.87	0.0120598	0.0108924	0.0410513	0.0330305	0.0289114
1.88	0.0120024	0.0109144	0.0411623	0.0331217	0.0291215
1.89	0.0119452	0.010932	0.0412717	0.0332118	0.0293305
1.9	0.0118883	0.0109453	0.0413796	0.0333007	0.0295386
1.91	0.0118317	0.0109545	0.041486	0.0333886	0.0297457
1.92	0.0117754	0.0109596	0.041591	0.0334754	0.0299518
1.93	0.0117194	0.010961	0.0416945	0.0335612	0.0301568
1.94	0.0116637	0.0109589	0.0417967	0.0336459	0.0303606
1.95	0.0116082	0.0109534	0.0418975	0.0337296	0.0305632
1.96	0.011553	0.0109449	0.0419968	0.0338122	0.0307646
1.97	0.0114981	0.0109336	0.0420948	0.0338938	0.0309644
1.98	0.0114435	0.0109197	0.0421912	0.0339742	0.0311627
1.99	0.0113891	0.0109034	0.042286	0.0340534	0.0313591
2	0.011335	0.0108849	0.0423792	0.0341314	0.0315536
2.01	0.0112811	0.0108644	0.0424705	0.0342079	0.0317457
2.02	0.0112275	0.010842	0.0425598	0.0342829	0.0319352
2.03	0.0111741	0.0108179	0.0426469	0.0343561	0.0321218
2.04	0.011121	0.0107923	0.0427313	0.0344273	0.0323051
2.05	0.0110681	0.0107651	0.0428128	0.0344963	0.0324845
2.06	0.0110155	0.0107366	0.0428909	0.0345626	0.0326597
2.07	0.0109631	0.0107069	0.0429651	0.0346258	0.0328301
2.08	0.010911	0.0106759	0.0430347	0.0346855	0.0329952
2.09	0.0108591	0.0106439	0.0430992	0.0347412	0.0331544
2.1	0.0108074	0.0106108	0.0431576	0.0347921	0.0333072
2.11	0.010756	0.0105768	0.0432093	0.0348377	0.0334531
2.12	0.0107049	0.0105418	0.0432532	0.0348772	0.0335915
2.13	0.0106539	0.0105061	0.0432884	0.0349097	0.0337218
2.14	0.0106032	0.0104696	0.0433138	0.0349345	0.0338437
2.15	0.0105528	0.0104324	0.0433285	0.0349506	0.0339568
2.16	0.0105026	0.0103946	0.0433314	0.0349571	0.0340606
2.17	0.0104526	0.0103561	0.0433214	0.0349531	0.0341549
2.18	0.0104029	0.0103171	0.0432975	0.0349376	0.0342395
2.19	0.0103534	0.0102775	0.0432587	0.0349098	0.0343143
2.2	0.0103041	0.0102375	0.043204	0.0348688	0.034379
2.21	0.0102551	0.0101971	0.0431328	0.0348138	0.0344339
2.22	0.0102063	0.0101563	0.0430442	0.0347439	0.0344789
2.23	0.0101577	0.0101151	0.0429376	0.0346586	0.0345141
2.24	0.0101094	0.0100736	0.0428126	0.0345572	0.0345398
2.25	0.0100612	0.0100318	0.0426688	0.0344392	0.0345562
2.26	0.0100133	0.0099898	0.0425059	0.0343043	0.0345636
2.27	0.00996569	0.00994754	0.0423238	0.0341523	0.0345623
2.28	0.00991825	0.00990508	0.0421226	0.0339829	0.0345526
2.29	0.00987104	0.00986245	0.0419023	0.0337961	0.034535
2.3	0.00982405	0.00981967	0.0416634	0.0335919	0.0345098
2.31	0.00977729	0.00977678	0.041406	0.0333706	0.0344774
2.32	0.00973074	0.00973378	0.0411306	0.0331323	0.0344381
2.33	0.00968442	0.0096907	0.0408377	0.0328775	0.0343925
2.34	0.00963831	0.00964757	0.0405279	0.0326066	0.0343407
2.35	0.00959243	0.00960439	0.0402018	0.03232	0.0342832
2.36	0.00954676	0.00956119	0.03986	0.0320184	0.0342204
2.37	0.00950131	0.00951799	0.0395032	0.0317022	0.0341525
2.38	0.00945607	0.00947479	0.0391321	0.0313723	0.0340798
2.39	0.00941105	0.00943162	0.0387474	0.0310292	0.0340028
2.4	0.00936624	0.00938849	0.0383497	0.0306737	0.0339216
2.41	0.00932165	0.00934541	0.0379398	0.0303066	0.0338364
2.42	0.00927726	0.00930239	0.0375183	0.0299285	0.0337477
2.43	0.00923309	0.00925944	0.037086	0.0295403	0.0336555
2.44	0.00918913	0.00921657	0.0366434	0.0291427	0.03356
2.45	0.00914538	0.0091738	0.0361913	0.0287366	0.0334616
2.46	0.00910183	0.00913113	0.0357302	0.0283226	0.0333603
2.47	0.0090585	0.00908856	0.0352608	0.0279017	0.0332564
2.48	0.00901537	0.00904612	0.0347837	0.0274745	0.03315
2.49	0.00897244	0.00900379	0.0342995	0.0270419	0.0330413
2.5	0.00892972	0.0089616	0.0338088	0.0266046	0.0329304
2.51	0.0088872	0.00891954	0.0333123	0.0261635	0.0328175
2.52	0.00884488	0.00887762	0.0328104	0.0257192	0.0327027
2.53	0.00880276	0.00883585	0.0323038	0.0252725	0.032586
2.54	0.00876084	0.00879422	0.031793	0.0248242	0.0324677
2.55	0.00871913	0.00875275	0.0312788	0.0243751	0.0323479
2.56	0.00867762	0.00871144	0.0307615	0.0239257	0.0322266
2.57	0.00863631	0.00867029	0.0302419	0.0234769	0.0321039
2.58	0.00859519	0.0086293	0.0297205	0.0230293	0.0319801
2.59	0.00855427	0.00858847	0.0291978	0.0225836	0.031855
2.6	0.00851354	0.00854781	0.0286746	0.0221404	0.0317289
2.61	0.00847301	0.00850732	0.0281514	0.0217004	0.0316018
2.62	0.00843267	0.008467	0.0276287	0.0212641	0.0314738
2.63	0.00839252	0.00842685	0.0271072	0.0208321	0.0313449
2.64	0.00835256	0.00838688	0.0265875	0.0204049	0.0312153
2.65	0.00831279	0.00834708	0.02607	0.0199831	0.031085
2.66	0.00827321	0.00830745	0.0255555	0.019567	0.0309541
2.67	0.00823382	0.008268	0.0250445	0.0191571	0.0308225
2.68	0.00819462	0.00822873	0.0245375	0.0187539	0.0306905
2.69	0.0081556	0.00818963	0.0240351	0.0183575	0.030558
2.7	0.00811678	0.00815071	0.0235378	0.0179684	0.0304251
2.71	0.00807814	0.00811197	0.023046	0.0175868	0.0302919
2.72	0.00803969	0.00807341	0.0225603	0.017213	0.0301583
2.73	0.00800142	0.00803502	0.0220812	0.0168471	0.0300244
2.74	0.00796333	0.00799682	0.021609	0.0164893	0.0298903
2.75	0.00792542	0.00795878	0.0211441	0.0161397	0.029756
2.76	0.0078877	0.00792093	0.0206869	0.0157985	0.0296216
2.77	0.00785016	0.00788326	0.0202378	0.0154655	0.029487
2.78	0.00781279	0.00784575	0.0197971	0.015141	0.0293524
2.79	0.0077756	0.00780843	0.0193649	0.0148248	0.0292177
2.8	0.00773859	0.00777128	0.0189417	0.014517	0.0290829
2.81	0.00770175	0.0077343	0.0185274	0.0142174	0.0289481
2.82	0.00766508	0.0076975	0.0181224	0.0139261	0.0288133
2.83	0.0076286	0.00766087	0.0177267	0.0136428	0.0286786
2.84	0.00759229	0.00762441	0.0173404	0.0133674	0.0285439
2.85	0.00755615	0.00758813	0.0169635	0.0130999	0.0284092
2.86	0.00752018	0.00755202	0.0165962	0.0128401	0.0282747
2.87	0.00748438	0.00751608	0.0162384	0.0125877	0.0281403
2.88	0.00744875	0.00748031	0.01589	0.0123427	0.0280059
2.89	0.00741329	0.00744471	0.015551	0.0121048	0.0278717
2.9	0.00737801	0.00740928	0.0152214	0.0118739	0.0277377
2.91	0.00734288	0.00737401	0.0149009	0.0116497	0.0276038
2.92	0.00730793	0.00733892	0.0145895	0.011432	0.0274701
2.93	0.00727314	0.00730399	0.0142871	0.0112207	0.0273365
2.94	0.00723852	0.00726922	0.0139934	0.0110155	0.0272031
2.95	0.00720406	0.00723463	0.0137083	0.0108163	0.0270699
2.96	0.00716977	0.00720019	0.0134315	0.0106228	0.0269369
2.97	0.00713564	0.00716592	0.0131629	0.0104349	0.0268041
2.98	0.00710167	0.00713181	0.0129024	0.0102523	0.0266715
2.99	0.00706786	0.00709787	0.0126495	0.0100749	0.0265392
3	0.00703422	0.00706408	0.0124042	0.00990243	0.026407
3.01	0.00700073	0.00703046	0.0121662	0.00973476	0.0262751
3.02	0.0069674	0.00699699	0.0119353	0.00957169	0.0261434
3.03	0.00693423	0.00696367	0.0117112	0.00941306	0.0260119
3.04	0.00690121	0.00693052	0.0114938	0.0092587	0.0258806
3.05	0.00686835	0.00689752	0.0112827	0.00910844	0.0257496
3.06	0.00683565	0.00686468	0.0110778	0.00896213	0.0256188
3.07	0.0068031	0.006832	0.0108789	0.00881962	0.0254882
3.08	0.00677071	0.00679947	0.0106857	0.00868076	0.0253579
3.09	0.00673847	0.0067671	0.0104981	0.00854541	0.0252279
3.1	0.00670638	0.00673488	0.0103158	0.00841343	0.0250981
3.11	0.00667445	0.00670281	0.0101386	0.00828471	0.0249686
3.12	0.00664267	0.0066709	0.00996632	0.0081591	0.0248393
3.13	0.00661104	0.00663913	0.00979881	0.0080365	0.0247103
3.14	0.00657956	0.00660752	0.00963586	0.00791679	0.0245815
3.15	0.00654823	0.00657606	0.00947729	0.00779985	0.0244531
3.16	0.00651705	0.00654475	0.00932294	0.00768559	0.0243248
3.17	0.00648602	0.00651359	0.00917264	0.00757389	0.0241969
3.18	0.00645514	0.00648257	0.00902623	0.00746467	0.0240693
3.19	0.0064244	0.0064517	0.00888356	0.00735783	0.0239419
3.2	0.00639381	0.00642098	0.00874448	0.00725328	0.0238148
3.21	0.00636336	0.00639041	0.00860886	0.00715094	0.023688
3.22	0.00633306	0.00635998	0.00847655	0.00705073	0.0235615
3.23	0.00630291	0.0063297	0.00834743	0.00695256	0.0234352
3.24	0.00627289	0.00629956	0.00822137	0.00685637	0.0233093
3.25	0.00624302	0.00626956	0.00809826	0.00676208	0.0231837
3.26	0.0062133	0.00623971	0.00797798	0.00666962	0.0230583
3.27	0.00618371	0.00621	0.00786041	0.00657894	0.0229333
3.28	0.00615427	0.00618043	0.00774546	0.00648996	0.0228086
3.29	0.00612496	0.006151	0.00763302	0.00640264	0.0226842
3.3	0.0060958	0.00612171	0.00752301	0.0063169	0.0225601
3.31	0.00606677	0.00609256	0.00741531	0.00623271	0.0224363
3.32	0.00603788	0.00606355	0.00730986	0.00615001	0.0223128
3.33	0.00600913	0.00603467	0.00720656	0.00606875	0.0221896
3.34	0.00598052	0.00600594	0.00710533	0.00598888	0.0220668
3.35	0.00595204	0.00597734	0.00700609	0.00591036	0.0219443
3.36	0.0059237	0.00594888	0.00690879	0.00583315	0.0218221
3.37	0.00589549	0.00592055	0.00681333	0.00575721	0.0217003
3.38	0.00586742	0.00589236	0.00671966	0.00568251	0.0215788
3.39	0.00583948	0.0058643	0.00662772	0.00560899	0.0214576
3.4	0.00581167	0.00583638	0.00653744	0.00553664	0.0213367
3.41	0.005784	0.00580859	0.00644876	0.00546542	0.0212162
3.42	0.00575646	0.00578093	0.00636163	0.00539529	0.021096
3.43	0.00572905	0.0057534	0.006276	0.00532623	0.0209761
3.44	0.00570177	0.005726	0.00619182	0.00525822	0.0208566
3.45	0.00567462	0.00569874	0.00610904	0.00519121	0.0207374
3.46	0.00564759	0.0056716	0.00602762	0.0051252	0.0206186
3.47	0.0056207	0.0056446	0.0059475	0.00506014	0.0205001
3.48	0.00559394	0.00561772	0.00586866	0.00499604	0.0203819
3.49	0.0055673	0.00559097	0.00579106	0.00493285	0.0202641
3.5	0.00554079	0.00556434	0.00571465	0.00487056	0.0201465
3.51	0.00551441	0.00553785	0.0056394	0.00480915	0.0200294
3.52	0.00548815	0.00551148	0.00556528	0.0047486	0.0199125
3.53	0.00546202	0.00548523	0.00549225	0.00468889	0.019796
3.54	0.00543601	0.00545911	0.0054203	0.00463001	0.0196799
3.55	0.00541012	0.00543312	0.00534938	0.00457194	0.019564
3.56	0.00538436	0.00540725	0.00527948	0.00451466	0.0194485
3.57	0.00535872	0.0053815	0.00521056	0.00445817	0.0193334
3.58	0.0053332	0.00535587	0.00514261	0.00440243	0.0192185
3.59	0.00530781	0.00533037	0.00507559	0.00434745	0.019104
3.6	0.00528253	0.00530499	0.00500949	0.00429321	0.0189898
3.61	0.00525738	0.00527973	0.00494429	0.00423969	0.0188759
3.62	0.00523234	0.00525459	0.00487996	0.00418689	0.0187624
3.63	0.00520743	0.00522957	0.0048165	0.00413479	0.0186492
3.64	0.00518263	0.00520466	0.00475387	0.00408338	0.0185363
3.65	0.00515795	0.00517988	0.00469207	0.00403265	0.0184237
3.66	0.00513339	0.00515521	0.00463108	0.00398258	0.0183114
3.67	0.00510895	0.00513067	0.00457087	0.00393318	0.0181994
3.68	0.00508462	0.00510623	0.00451145	0.00388442	0.0180878
3.69	0.00506041	0.00508192	0.00445279	0.00383631	0.0179765
3.7	0.00503631	0.00505772	0.00439488	0.00378883	0.0178654
3.71	0.00501233	0.00503364	0.0043377	0.00374196	0.0177547
3.72	0.00498846	0.00500967	0.00428126	0.00369571	0.0176443
3.73	0.00496471	0.00498581	0.00422552	0.00365006	0.0175342
3.74	0.00494107	0.00496207	0.00417049	0.00360501	0.0174244
3.75	0.00491754	0.00493844	0.00411615	0.00356055	0.0173149
3.76	0.00489412	0.00491493	0.00406249	0.00351666	0.0172057
3.77	0.00487082	0.00489152	0.00400951	0.00347335	0.0170968
3.78	0.00484762	0.00486823	0.00395719	0.0034306	0.0169882
3.79	0.00482454	0.00484505	0.00390552	0.00338841	0.0168799
3.8	0.00480157	0.00482198	0.00385449	0.00334676	0.0167719
3.81	0.0047787	0.00479902	0.00380411	0.00330566	0.0166642
3.82	0.00475595	0.00477617	0.00375435	0.00326509	0.0165568
3.83	0.0047333	0.00475343	0.00370521	0.00322505	0.0164497
3.84	0.00471077	0.00473079	0.00365668	0.00318553	0.0163429
3.85	0.00468834	0.00470827	0.00360875	0.00314652	0.0162363
3.86	0.00466601	0.00468585	0.00356143	0.00310802	0.0161301
3.87	0.0046438	0.00466354	0.0035147	0.00307002	0.0160241
3.88	0.00462168	0.00464133	0.00346855	0.00303252	0.0159184
